"Time","Distance","Engine RPM","Throttle Pos","Brake Pos","Speed","Gear"
"s","m","rpm","%","%","m/s",""
"39.640","1728","7743.88198","100.000000","0.000000","64.2168154","5"
"39.660","1729","7742.99110","100.000000","0.000000","64.2497741","5"
"39.680","1730","7742.32090","100.000000","0.000000","64.2819328","5"
"39.700","1731","7755.49696","100.000000","0.000000","64.3116928","5"
"39.720","1733","7768.15398","100.000000","0.000000","64.3425677","5"
"39.740","1734","7769.14701","98.678179","0.000000","64.3740019","5"
"39.760","1735","7745.95456","88.542538","0.000000","64.4045299","5"
"39.780","1737","7691.51565","68.389654","4.603836","64.4261082","5"
"39.800","1738","7652.33536","46.214548","24.151078","64.4155136","5"
"39.820","1739","7641.79251","30.692971","35.424760","64.3016307","5"
"39.840","1740","7641.12742","21.923553","46.772306","64.1263654","5"
"39.860","1742","7584.17562","17.469791","54.757545","63.9077811","5"
"39.880","1743","7508.97613","17.055485","50.296682","63.6567936","5"
"39.900","1744","7445.20960","19.383482","42.356732","63.4126912","5"
"39.920","1745","7535.57094","25.760790","33.430236","63.1946944","5"
"39.940","1747","7646.26739","33.593096","23.874654","63.0084365","5"
"39.960","1748","7751.78906","43.181252","18.941977","62.8714982","5"
"39.980","1749","7713.83194","51.723791","14.562139","62.7711462","5"
"40.000","1750","7481.28000","58.545000","11.426188","62.7318912","5"
"40.020","1752","7504.31706","64.764472","5.752412","62.6879258","5"
"40.040","1753","7596.46784","69.775589","2.625997","62.6546074","5"
"40.060","1754","7581.44230","74.007403","0.581437","62.6516083","5"
"40.080","1755","7542.65856","77.459938","0.000000","62.6659648","5"
"40.100","1757","7552.74624","80.764504","0.000000","62.6812544","5"
"40.120","1758","7568.87053","83.551163","0.000000","62.6973850","5"
"40.140","1759","7567.25414","86.609131","0.000000","62.7187430","5"
"40.160","1760","7566.23347","89.775590","0.000000","62.7432883","5"
"40.180","1762","7572.58022","92.616506","0.000000","62.7695821","5"
"40.200","1763","7575.88928","94.377320","0.000000","62.7983808","5"
"40.220","1764","7577.50746","95.723800","0.000000","62.8295565","5"
"40.240","1766","7585.11270","96.729973","0.000000","62.8611776","5"
"40.260","1767","7595.21498","97.336616","0.000000","62.8936486","5"
"40.280","1768","7598.85734","98.096184","0.000000","62.9281626","5"
"40.300","1769","7594.94848","98.643664","0.000000","62.9645376","5"
"40.320","1771","7596.54003","99.625174","0.000000","63.0001536","5"
"40.340","1772","7597.81363","100.000010","0.000000","63.0362317","5"
"40.360","1773","7594.13338","100.000000","0.000000","63.0722010","5"
"40.380","1774","7602.13261","100.000000","0.000000","63.1066074","5"
"40.400","1776","7615.02400","100.000000","0.000000","63.1401216","5"
"40.420","1777","7619.17197","100.000000","0.000000","63.1748442","5"
"40.440","1778","7624.16115","100.000000","0.000000","63.2094963","5"
"40.460","1779","7633.73120","100.000000","0.000000","63.2435264","5"
"40.480","1781","7638.27136","100.000000","0.000000","63.2785011","5"
"40.500","1782","7640.03840","100.000000","0.000000","63.3137152","5"
"40.520","1783","7651.51066","100.000000","0.000000","63.3480141","5"
"40.540","1784","7654.86221","100.000000","0.000000","63.3838157","5"
"40.560","1786","7642.82534","100.000000","0.000000","63.4212634","5"
"40.580","1787","7642.38093","100.000000","0.000000","63.4561024","5"
"40.600","1788","7658.16000","100.000000","0.000000","63.4885760","5"
"40.620","1790","7663.05011","100.000000","0.000000","63.5219008","5"
"40.640","1791","7662.44288","100.000000","0.000000","63.5555494","5"
"40.660","1792","7672.27750","100.000000","0.000000","63.5880090","5"
"40.680","1793","7691.46854","99.033286","0.000000","63.6186240","5"
"40.700","1795","7700.52480","94.870520","0.000000","63.6499456","5"
"40.720","1796","7675.06765","87.437734","0.000000","63.6821043","5"
"40.740","1797","7639.06125","77.563510","0.000000","63.7071488","5"
"40.760","1798","7622.45248","66.125770","0.000000","63.7178662","5"
"40.780","1800","7618.40870","53.361279","0.000000","63.7135501","5"
"40.800","1801","7626.78912","46.781748","0.000000","63.6974272","5"
"40.820","1802","7648.01306","44.779284","0.000000","63.6733094","5"
"40.840","1804","7659.37408","44.720102","0.000000","63.6500314","5"
"40.860","1805","7656.31437","45.519107","0.000000","63.6296486","5"
"40.880","1806","7654.70131","47.709002","0.000000","63.6105229","5"
"40.900","1807","7660.35136","50.308260","0.000000","63.5926080","5"
"40.920","1809","7660.58829","51.906287","0.000000","63.5784589","5"
"40.940","1810","7657.34374","52.527735","0.000000","63.5660070","5"
"40.960","1811","7653.74989","52.364991","0.000000","63.5549363","5"
"40.980","1812","7648.87181","52.305802","0.000000","63.5433626","5"
"41.000","1814","7648.31872","52.133172","0.000000","63.5312960","5"
"41.020","1815","7644.21427","51.773115","0.407482","63.5194022","5"
"41.040","1816","7637.42566","50.382251","7.670678","63.5047974","5"
"41.060","1818","7614.05389","46.446359","21.639464","63.4651456","5"
"41.080","1819","7575.10349","41.681865","32.686768","63.3723840","5"
"41.100","1820","7556.09472","36.892720","51.352320","63.2295744","5"
"41.120","1821","7523.19706","32.152890","60.910278","63.0131494","5"
"41.140","1823","7475.70880","28.039460","72.658170","62.7509568","5"
"41.160","1824","7422.19917","24.754626","84.525203","62.4452736","5"
"41.180","1825","7360.43430","23.442663","94.786125","62.0940774","5"
"41.200","1826","7283.22048","23.230584","100.000000","61.7059136","5"
"41.220","1827","7209.06637","23.255240","100.000000","61.2908378","5"
"41.240","1828","7154.93005","23.353882","100.000000","60.8726746","5"
"41.260","1830","7100.21120","23.353884","100.000000","60.4632845","5"
"41.280","1831","7034.18394","23.353884","100.000000","60.0642803","5"
"41.300","1832","6960.63936","23.230584","100.000000","59.6712128","5"
"41.320","1833","6891.91949","23.082617","100.000000","59.2744435","5"
"41.340","1834","6853.37075","22.757093","100.000000","58.8668557","5"
"41.360","1835","6823.50899","22.150432","100.000000","58.4503462","5"
"41.380","1836","6784.63283","21.676942","100.000000","58.0345306","5"
"41.400","1838","6749.04128","21.208388","100.000000","57.6263040","5"
"41.420","1839","6706.29683","21.060423","100.000000","57.2368410","5"
"41.440","1840","6633.02912","20.912453","100.000000","56.8608333","5"
"41.460","1841","6548.46195","20.838468","100.000000","56.4910029","5"
"41.480","1842","6461.58246","20.838470","100.000000","56.1178368","5"
"41.500","1843","6409.29536","20.838470","100.000000","55.7281920","5"
"41.520","1844","6404.78285","21.011100","100.000000","55.3203315","5"
"41.540","1845","6400.23296","21.287301","100.000000","54.9063616","5"
"41.560","1846","6387.92614","21.405671","100.000000","54.4951974","5"
"41.580","1847","6356.93427","21.405672","100.000000","54.0899827","5"
"41.600","1848","6307.57696","21.405672","100.000000","53.6926976","5"
"41.620","1849","6257.20934","21.528979","98.191338","53.3125990","5"
"41.640","1850","6214.75558","21.627621","93.573222","52.9525939","5"
"41.660","1851","6174.14566","22.189892","88.397478","52.6093344","5"
"41.680","1852","6115.58003","23.018499","83.150256","52.2744186","5"
"41.700","1853","6067.28576","24.044390","78.958656","51.9377504","5"
"41.720","1854","6073.61114","25.538841","69.364945","51.5987802","5"
"41.740","1855","6096.92659","26.643650","63.645905","51.2757171","5"
"41.760","1856","6086.52787","28.004924","56.246863","50.9849696","5"
"41.780","1857","6050.50304","28.951900","50.456338","50.7321645","5"
"41.800","1858","6028.23296","29.469786","47.051116","50.5109408","5"
"41.820","1859","6013.86906","29.716406","43.255096","50.3077856","5"
"41.840","1860","5960.17690","29.716400","43.803178","50.1197997","5"
"41.860","1861","6084.43968","56.886560","46.269511","49.9273254","5"
"41.880","1862","6570.88883","75.000000","48.614318","49.7186816","0"
"41.900","1863","6863.31392","29.469786","53.115696","49.5016672","4"
"41.920","1864","6944.56486","29.371141","55.972823","49.2673715","4"
"41.940","1865","7040.39027","29.390877","60.281191","49.0143974","4"
"41.960","1866","7104.15846","29.272502","65.099506","48.7515264","4"
"41.980","1867","7053.53626","29.272502","69.951152","48.4779622","4"
"42.000","1868","6803.05792","29.272502","73.477896","48.2208352","4"
"42.020","1869","6693.83821","29.149193","76.771120","47.9395680","4"
"42.040","1869","6709.71123","29.149198","80.293104","47.6285331","4"
"42.060","1870","6689.14688","29.149198","82.409150","47.3097075","4"
"42.080","1871","6619.49824","29.149198","83.900859","46.9948262","4"
"42.100","1872","6559.40544","29.149198","84.058144","46.6758720","4"
"42.120","1873","6526.23898","29.124536","83.664960","46.3537376","4"
"42.140","1874","6484.12416","29.025890","83.664960","46.0332550","4"
"42.160","1875","6438.44544","29.025892","83.664960","45.7160902","4"
"42.180","1876","6395.45178","29.025892","83.502912","45.4029933","4"
"42.200","1876","6350.75008","29.025892","83.069240","45.0937376","4"
"42.220","1877","6285.78854","29.149201","81.503638","44.7928166","4"
"42.240","1878","6305.95546","47.489519","80.407488","44.4910579","4"
"42.260","1879","6749.91514","75.000000","79.706904","44.1784646","0"
"42.280","1880","7074.63731","38.220710","80.021458","43.8601133","0"
"42.300","1881","7173.90784","29.025892","81.699040","43.5357696","3"
"42.320","1881","7304.13837","29.149201","81.901598","43.1966752","3"
"42.340","1882","7353.02643","29.198522","81.429765","42.8589894","3"
"42.360","1883","7399.30688","29.272504","80.486118","42.5300531","3"
"42.380","1884","7338.56243","29.272502","80.014307","42.2135168","3"
"42.400","1885","7136.95232","29.272502","79.745040","41.9305664","3"
"42.420","1885","7003.66272","29.297164","79.273211","41.6539885","3"
"42.440","1886","6976.04160","29.395810","78.334328","41.3659322","3"
"42.460","1887","6977.10912","29.469794","76.575718","41.0732435","3"
"42.480","1888","6951.30099","29.519113","73.206253","40.7863725","3"
"42.500","1889","6898.30144","29.519112","70.546888","40.5101504","3"
"42.520","1889","6846.72614","29.519112","68.075767","40.2387392","3"
"42.540","1890","6808.24038","29.519112","66.584055","39.9680154","3"
"42.560","1891","6774.95642","29.519112","65.411655","39.7000102","3"
"42.580","1892","6735.76998","29.617760","63.767431","39.4375398","3"
"42.600","1892","6692.89472","29.765724","61.932556","39.1827072","3"
"42.620","1893","6652.44762","29.755855","57.543201","38.9352224","3"
"42.640","1894","6617.04614","29.716401","54.802812","38.6976928","3"
"42.660","1895","6583.89581","29.790386","50.692234","38.4711674","3"
"42.680","1895","6553.46458","30.036987","46.774691","38.2597702","3"
"42.700","1896","6529.96928","30.480882","39.616352","38.0681920","3"
"42.720","1897","6517.65018","31.580761","35.184074","37.9053843","3"
"42.740","1898","6509.93715","32.734899","29.631830","37.7660179","3"
"42.760","1898","6503.84230","34.318129","23.877040","37.6492954","3"
"42.780","1899","6503.31520","35.975342","20.741095","37.5582349","3"
"42.800","1900","6497.72608","37.459928","15.739304","37.4846144","3"
"42.820","1900","6483.33030","38.688039","14.049803","37.4347322","3"
"42.840","1901","6469.39034","39.427868","13.740022","37.3953018","3"
"42.860","1902","6457.84960","39.679402","14.090312","37.3579962","3"
"42.880","1903","6449.01069","39.778047","14.014059","37.3191776","3"
"42.900","1903","6441.68192","39.654740","13.773380","37.2797696","3"
"42.920","1904","6435.64877","39.679410","12.920293","37.2413043","3"
"42.940","1905","6431.37178","39.728730","12.763017","37.2056230","3"
"42.960","1906","6425.92474","39.728730","13.463599","37.1711590","3"
"42.980","1906","6418.25805","39.778050","15.813178","37.1350784","3"
"43.000","1907","6407.52000","39.654740","17.490764","37.0916640","3"
"43.020","1908","6394.86925","39.344014","20.707734","37.0396973","3"
"43.040","1909","6381.52013","38.890254","29.476945","36.9743878","3"
"43.060","1909","6359.75923","37.765717","38.162754","36.8809088","3"
"43.080","1910","6320.17805","35.339088","44.429882","36.7563392","3"
"43.100","1911","6265.53984","32.305802","48.218748","36.6022048","3"
"43.120","1912","6210.56576","28.133159","55.150727","36.4216250","3"
"43.140","1912","6151.17683","22.717631","59.849868","36.2146080","3"
"43.160","1913","6088.99110","18.027127","63.610162","35.9827718","3"
"43.180","1914","6032.83802","14.535142","64.706296","35.7298925","3"
"43.200","1914","5981.81120","11.837238","65.256752","35.4645152","3"
"43.220","1915","5909.94317","9.967943","68.116304","35.1949376","3"
"43.240","1916","5821.40685","8.251541","79.473366","34.9200371","3"
"43.260","1916","5716.30566","6.327990","95.100674","34.6310234","3"
"43.280","1917","5718.04851","42.786274","99.709269","34.3262170","3"
"43.300","1918","6162.16640","75.000000","100.000000","34.0134464","0"
"43.320","1918","6342.94694","10.024658","100.000000","33.6954413","2"
"43.340","1919","6273.38637","0.073982","100.000000","33.3705440","2"
"43.360","1919","6404.09574","0.000000","100.000000","33.0406515","2"
"43.380","1920","6597.38035","0.000000","100.000000","32.7088947","2"
"43.400","1921","6656.84544","0.000000","100.000000","32.3782432","2"
"43.420","1921","6486.32371","0.000000","100.000000","32.0501286","2"
"43.440","1922","6299.89811","0.000000","100.000000","31.7250138","2"
"43.460","1922","6119.55213","0.000000","100.000000","31.4001958","2"
"43.480","1923","5951.60333","0.453761","100.000000","31.0690470","2"
"43.500","1923","5886.75520","1.257706","100.000000","30.7298560","2"
"43.520","1924","5895.90054","2.747225","99.787920","30.3872736","2"
"43.540","1925","5943.41338","5.025893","93.139533","30.0485088","2"
"43.560","1925","5961.50861","8.044391","80.800672","29.7090298","2"
"43.580","1926","5927.85075","11.210852","74.924330","29.3739590","2"
"43.600","1926","5926.07808","14.352651","71.130704","29.0537568","2"
"43.620","1927","5966.72448","18.495687","63.772193","28.7499040","2"
"43.640","1927","6006.61005","22.125771","58.210418","28.4694906","2"
"43.660","1928","6064.28070","25.632549","49.753370","28.2147776","2"
"43.680","1928","6151.96352","28.522810","42.785650","27.9864794","2"
"43.700","1929","6172.41856","29.913680","37.066596","27.8013216","2"
"43.720","1930","6000.46400","29.849565","36.168235","27.6986630","2"
"43.740","1930","5795.24774","29.415536","38.751334","27.6095610","2"
"43.760","1931","5683.43347","28.246605","44.970805","27.4973888","2"
"43.780","1931","5677.40954","26.086309","54.683670","27.3398387","2"
"43.800","1932","5711.22496","23.797780","60.943636","27.1395744","2"
"43.820","1932","5699.55507","21.657217","65.571302","26.9097126","2"
"43.840","1933","5625.43309","19.921086","72.224480","26.6632595","2"
"43.860","1933","5514.53005","18.367448","78.801397","26.3948637","2"
"43.880","1934","5401.33069","17.055488","84.520437","26.1121066","2"
"43.900","1934","5305.52576","16.177555","88.561880","25.8439536","2"
"43.920","1935","5225.77421","15.832303","92.743949","25.6039683","2"
"43.940","1935","5151.64979","15.782984","93.997370","25.3710928","2"
"43.960","1936","5103.53555","15.856965","93.647085","25.1184918","2"
"43.980","1936","5088.27718","15.955614","92.789222","24.8388080","2"
"44.000","1936","5045.78368","16.251541","90.122728","24.5500896","2"
"44.020","1937","4867.33542","16.651047","86.050272","24.2706678","2"
"44.040","1937","4637.49606","17.617760","76.418432","24.0045174","2"
"44.060","1938","4521.29267","19.807646","62.549751","23.7322835","2"
"44.080","1938","4562.38477","22.431566","51.983798","23.4529357","2"
"44.100","1939","4652.06304","25.745990","34.135592","23.2126640","2"
"44.120","1939","4863.15072","29.721332","25.559398","23.0369536","2"
"44.140","1940","5074.49613","34.564737","15.303232","22.9115226","2"
"44.160","1940","5276.77754","38.944510","5.323485","22.8406333","2"
"44.180","1941","5339.22579","41.558563","0.719647","22.8346499","2"
"44.200","1941","5093.34368","43.008628","0.000000","22.9193616","2"
"44.220","1941","4781.46893","43.457455","0.000000","23.0310685","2"
"44.240","1942","4663.13190","43.575834","0.000000","23.1046826","2"
"44.260","1942","4767.64672","43.797779","0.285952","23.1317248","2"
"44.280","1943","4970.88614","44.695434","1.725247","23.1352762","2"
"44.300","1943","5119.51328","46.017256","3.407601","23.1459632","2"
"44.320","1944","5117.93018","47.748456","4.389372","23.1819229","2"
"44.340","1944","5031.63795","49.159062","5.247229","23.2355530","2"
"44.360","1945","4942.85638","49.691738","6.183725","23.2895261","2"
"44.380","1945","4911.84429","49.642411","8.295006","23.3288957","2"
"44.400","1946","4944.68736","49.420468","11.628738","23.3473392","2"
"44.420","1946","4996.73997","48.961778","18.594062","23.3441846","2"
"44.440","1947","5013.04486","48.073982","21.644224","23.3232490","2"
"44.460","1947","4978.95142","45.617748","26.341000","23.2944115","2"
"44.480","1947","4910.87770","41.948207","31.273681","23.2495686","2"
"44.500","1948","4840.42432","36.251544","40.986532","23.1752128","2"
"44.520","1948","4789.09683","30.140568","46.896226","23.0525174","2"
"44.540","1949","4753.75142","23.630088","52.767785","22.8904803","2"
"44.560","1949","4712.36928","16.794084","58.401046","22.6996218","2"
"44.580","1950","4648.31962","11.644883","64.272601","22.4827744","2"
"44.600","1950","4572.85024","8.434034","68.783504","22.2410416","2"
"44.620","1951","4498.26502","6.668309","72.543792","21.9729965","2"
"44.640","1951","4413.95258","5.711467","76.613846","21.6992224","2"
"44.660","1951","4324.95270","5.326756","80.724408","21.4243946","2"
"44.680","1952","4235.42182","5.139333","83.312296","21.1474979","2"
"44.700","1952","4147.11904","5.228114","86.202800","20.8660336","2"
"44.720","1953","4060.37434","5.080147","91.104478","20.5769373","2"
"44.740","1953","3973.97984","4.932181","98.420101","20.2818928","2"
"44.760","1953","3887.64992","4.769420","99.999997","19.9823066","2"
"44.780","1954","3801.28806","4.611590","100.000000","19.6846720","2"
"44.800","1954","3720.86688","4.586929","100.000000","19.3898256","2"
"44.820","1954","3653.79104","4.710235","100.000000","19.0976358","2"
"44.840","1955","3589.00205","4.769420","100.000000","18.8041632","2"
"44.860","1955","3539.46835","4.858199","100.000000","18.5075251","2"
"44.880","1955","3497.58368","4.858199","100.000000","18.2129824","2"
"44.900","1956","3459.99232","5.104808","98.546424","17.9219744","2"
"44.920","1956","3412.90394","5.006164","94.590726","17.6347283","2"
"44.940","1956","3361.17747","5.104810","87.384717","17.3528973","2"
"44.960","1957","3317.79296","5.371147","77.748107","17.0763866","2"
"44.980","1957","3294.71866","6.041924","62.087461","16.8019194","2"
"45.000","1957","3293.58752","7.053021","48.218756","16.5324672","2"
"45.020","1958","3321.74950","8.389643","35.222212","16.2970851","2"
"45.040","1958","3369.67821","10.451296","20.271650","16.1175811","2"
"45.060","1958","3417.14598","13.366217","6.302872","16.0066291","2"
"45.080","1959","3456.37248","17.371145","0.760157","15.9626624","2"
"45.100","1959","3515.96832","21.898888","0.000000","15.9529888","2"
"45.120","1959","3622.08685","27.067819","0.000000","15.9472493","2"
"45.140","1960","3714.23226","31.970407","0.000000","15.9488122","2"
"45.160","1960","3636.10611","36.882853","0.000000","15.9896784","2"
"45.180","1960","3455.67744","40.937109","0.000000","16.0643056","2"
"45.200","1961","3326.39744","44.389644","0.000000","16.1352800","2"
"45.220","1961","3351.44051","47.654743","0.000000","16.1807501","2"
"45.240","1961","3470.13107","50.742302","0.000000","16.2108774","2"
"45.260","1962","3589.48346","53.612834","0.000000","16.2451715","2"
"45.280","1962","3641.72448","56.463616","0.000000","16.2968176","2"
"45.300","1962","3626.93632","59.630100","0.000000","16.3669904","2"
"45.320","1963","3592.16339","62.500614","0.000000","16.4485882","2"
"45.340","1963","3580.91194","65.114678","0.000000","16.5299693","2"
"45.360","1963","3602.29037","66.919859","0.000000","16.6084819","2"
"45.380","1964","3639.53760","67.620229","0.000000","16.6856531","2"
"45.400","1964","3673.78848","67.669552","0.000000","16.7636800","2"
"45.420","1964","3701.22522","67.644888","0.000000","16.8434778","2"
"45.440","1965","3723.38995","67.595560","0.000000","16.9251424","2"
"45.460","1965","3739.49472","67.595560","0.000000","17.0083677","2"
"45.480","1965","3750.43526","67.546238","0.000000","17.0933904","2"
"45.500","1966","3756.56928","67.546240","0.000000","17.1787680","2"
"45.520","1966","3766.07373","67.373616","0.000000","17.2626861","2"
"45.540","1966","3785.40672","67.324291","0.000000","17.3444256","2"
"45.560","1967","3812.27654","67.161516","0.000000","17.4245645","2"
"45.580","1967","3835.91482","66.865588","0.000000","17.5051098","2"
"45.600","1967","3848.58944","66.165224","0.000000","17.5863440","2"
"45.620","1968","3850.43136","63.832299","0.000000","17.6673606","2"
"45.640","1968","3842.00358","59.955619","0.000000","17.7461696","2"
"45.660","1969","3821.09248","54.510475","0.000000","17.8206099","2"
"45.680","1969","3782.38835","46.549933","0.000000","17.8862349","2"
"45.700","1969","3744.78592","38.471016","0.000000","17.9387536","2"
"45.720","1970","3725.64230","29.553634","0.000000","17.9696717","2"
"45.740","1970","3728.51590","21.918623","0.000000","17.9803181","2"
"45.760","1970","3744.68806","14.964245","0.000000","17.9743450","2"
"45.780","1971","3737.65293","10.209618","0.000000","17.9601670","2"
"45.800","1971","3695.27392","7.176324","0.000000","17.9467296","2"
"45.820","1971","3625.29453","5.203451","0.000000","17.9326771","2"
"45.840","1972","3571.98010","4.207152","0.000000","17.9152563","2"
"45.860","1972","3633.23424","3.896424","0.000000","17.8713114","2"
"45.880","1973","3765.96090","3.995068","0.000000","17.8038157","2"
"45.900","1973","3853.23488","4.143034","0.000000","17.7441280","2"
"45.920","1973","3831.70874","4.182490","0.000000","17.7083462","2"
"45.940","1974","3764.03949","4.438964","0.000000","17.6854451","2"
"45.960","1974","3704.73280","4.927250","0.000000","17.6615363","2"
"45.980","1974","3688.48922","6.120838","0.000000","17.6307894","2"
"46.000","1975","3713.76256","7.940812","0.000000","17.5941568","2"
"46.020","1975","3752.42240","10.480889","0.000000","17.5608435","2"
"46.040","1976","3771.70970","12.937116","0.000000","17.5350560","2"
"46.060","1976","3781.26035","15.156600","0.000000","17.5187792","2"
"46.080","1976","3807.12288","16.567203","0.000000","17.5036202","2"
"46.100","1977","3843.36704","17.509244","0.000000","17.4850144","2"
"46.120","1977","3880.05293","17.977806","0.000000","17.4664566","2"
"46.140","1977","3852.60806","18.096178","0.000000","17.4624784","2"
"46.160","1978","3735.64282","18.244141","0.000000","17.4741011","2"
"46.180","1978","3681.62643","18.421706","0.000000","17.4788096","2"
"46.200","1978","3691.45600","19.210848","0.000000","17.4809568","2"
"46.220","1979","3714.67418","20.463624","0.000000","17.4705037","2"
"46.240","1979","3756.63962","22.081382","0.000000","17.4489107","2"
"46.260","1980","3799.21946","23.975342","0.000000","17.4413488","2"
"46.280","1980","3777.41274","25.829840","0.000000","17.4444400","2"
"46.300","1980","3745.93984","27.373612","0.000000","17.4350400","2"
"46.320","1981","3815.82253","28.917381","0.000000","17.4408048","2"
"46.340","1981","3824.72224","30.446360","0.000000","17.4523709","2"
"46.360","1981","3789.43955","31.585698","0.000000","17.4605011","2"
"46.380","1982","3836.99014","32.868062","0.000000","17.4635648","2"
"46.400","1982","3930.27680","34.697908","0.000000","17.4795552","2"
"46.420","1982","3895.13683","36.591869","0.000000","17.5036186","2"
"46.440","1983","3888.39046","39.057955","0.000000","17.5314010","2"
"46.460","1983","3910.44800","41.247845","0.000000","17.5710115","2"
"46.480","1984","3887.81440","42.313195","0.000000","17.6100368","2"
"46.500","1984","3837.58784","42.441428","0.000000","17.6715392","2"
"46.520","1984","3736.31686","42.135641","0.000000","17.7006784","2"
"46.540","1985","3814.80877","41.948209","0.000000","17.7093613","2"
"46.560","1985","4012.93856","41.874224","0.000000","17.6930346","2"
"46.580","1985","4177.65280","41.972874","0.000000","17.6860214","2"
"46.600","1986","4235.80480","42.120844","0.000000","17.6960240","2"
"46.620","1986","4221.80032","42.367442","0.000000","17.7478422","2"
"46.640","1986","4146.53517","42.416771","0.000000","17.7948234","2"
"46.660","1987","4029.30150","42.683111","0.000000","17.8717664","2"
"46.680","1987","3850.93107","43.107274","0.000000","17.9231245","2"
"46.700","1988","3890.22208","44.315652","0.000000","17.9437728","2"
"46.720","1988","4070.72454","45.662138","0.000000","17.9665850","2"
"46.740","1988","4116.71584","47.240443","0.000000","17.9746355","2"
"46.760","1989","4122.71853","48.646123","0.000000","18.0210246","2"
"46.780","1989","4028.21574","49.602963","0.000000","18.0657037","2"
"46.800","1989","4009.63840","49.864368","0.000000","18.1127040","2"
"46.820","1990","3991.72058","49.741056","0.000000","18.1790765","2"
"46.840","1990","3948.54874","49.494450","0.000000","18.2141843","2"
"46.860","1991","3997.11149","49.346478","0.000000","18.2588109","2"
"46.880","1991","4001.21504","49.297159","0.000000","18.3026701","2"
"46.900","1991","3987.76576","49.420472","0.000000","18.3290096","2"
"46.920","1992","4028.35936","49.691732","0.000000","18.3919229","2"
"46.940","1992","3977.86886","49.869298","0.000000","18.4397789","2"
"46.960","1992","3954.76013","50.135638","0.000000","18.4866701","2"
"46.980","1993","3978.47507","50.747235","0.000000","18.5284672","2"
"47.000","1993","4006.80896","51.689284","0.000000","18.5645536","2"
"47.020","1994","4061.58246","53.065362","0.000000","18.5946368","2"
"47.040","1994","4130.36262","55.186178","0.000000","18.6356851","2"
"47.060","1994","4176.02560","57.568430","0.000000","18.6853843","2"
"47.080","1995","4178.94464","59.304562","0.000000","18.7487968","2"
"47.100","1995","4151.12800","60.197292","0.000000","18.8211056","2"
"47.120","1996","4124.99776","60.295936","0.000000","18.8944522","2"
"47.140","1996","4118.54950","60.197283","0.000000","18.9619555","2"
"47.160","1996","4137.56710","60.197288","0.000000","19.0218115","2"
"47.180","1997","4180.97613","60.295938","0.000000","19.0770448","2"
"47.200","1997","4231.60704","60.320592","0.000000","19.1283088","2"
"47.220","1997","4274.55053","60.345254","0.000000","19.1860282","2"
"47.240","1998","4287.41248","60.591871","0.000000","19.2498067","2"
"47.260","1998","4282.58810","61.302110","0.000000","19.3210646","2"
"47.280","1999","4268.23302","62.180029","0.000000","19.3980650","2"
"47.300","1999","4253.54528","62.885328","0.000000","19.4781264","2"
"47.320","1999","4246.02099","63.353883","0.000000","19.5572650","2"
"47.340","2000","4247.51155","63.876704","0.000000","19.6339203","2"
"47.360","2000","4261.41792","64.897654","0.000000","19.7061498","2"
"47.380","2001","4291.54195","66.298389","0.000000","19.7697536","2"
"47.400","2001","4334.51808","67.669544","0.000000","19.8270320","2"
"47.420","2001","4400.57075","68.670763","0.000000","19.8813421","2"
"47.440","2002","4486.84710","69.124536","0.000000","19.9309235","2"
"47.460","2002","4599.26656","69.050554","0.000000","19.9728362","2"
"47.480","2003","4739.02131","69.001232","0.000000","20.0172355","2"
"47.500","2003","4838.14656","68.877920","0.000000","20.0837968","2"
"47.520","2004","4771.66330","68.754618","0.000000","20.1889568","2"
"47.540","2004","4563.24922","68.754624","0.000000","20.3192698","2"
"47.560","2004","4372.31501","68.754624","0.000000","20.4415488","2"
"47.580","2005","4314.13338","68.794074","0.000000","20.5404160","2"
"47.600","2005","4389.04832","68.803944","0.000000","20.6071696","2"
"47.620","2006","4528.35213","68.956851","0.000000","20.6603280","2"
"47.640","2006","4620.75584","69.124531","0.000000","20.7204483","2"
"47.660","2006","4628.45581","69.272515","0.000000","20.7965082","2"
"47.680","2007","4582.03712","69.519126","0.000000","20.8849850","2"
"47.700","2007","4546.51744","69.889016","0.000000","20.9739968","2"
"47.720","2008","4575.73504","70.234272","0.000000","21.0521200","2"
"47.740","2008","4640.38042","70.332925","0.000000","21.1254544","2"
"47.760","2009","4691.03040","70.332920","0.000000","21.1992275","2"
"47.780","2009","4714.08730","70.017266","0.000000","21.2774739","2"
"47.800","2010","4719.54240","69.815040","0.000000","21.3607488","2"
"47.820","2010","4721.00390","69.667075","0.000000","21.4453040","2"
"47.840","2010","4727.42106","69.469786","0.000000","21.5298973","2"
"47.860","2011","4741.67091","69.129470","0.000000","21.6145347","2"
"47.880","2011","4755.21382","69.001234","0.000000","21.6990909","2"
"47.900","2012","4763.70752","69.247856","0.000000","21.7833344","2"
"47.920","2012","4769.05062","70.041920","0.000000","21.8698419","2"
"47.940","2013","4781.09555","72.340317","0.000000","21.9577651","2"
"47.960","2013","4812.73024","76.276197","0.000000","22.0472506","2"
"47.980","2013","4863.68205","80.626392","0.000000","22.1389600","2"
"48.000","2014","4925.45888","84.734904","0.000000","22.2367712","2"
"48.020","2014","4972.86253","89.287306","0.000000","22.3486013","2"
"48.040","2015","4988.10541","93.163990","0.000000","22.4756643","2"
"48.060","2015","4979.12518","96.715174","0.000000","22.6133206","2"
